latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
34.62291,-117.10142,313.24,0.4,0.44,2025-04-24,1002,N20,VIIRS,n,2.0NRT,283.57,1.5,N
